image,label
gs://coralmorph_fish_1/images/Abudefduf001.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf002.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf003.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf004.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf005.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf006.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf007.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf008.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf009.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf010.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf011.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf012.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf013.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf014.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf015.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf016.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf017.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf018.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf019.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf020.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf021.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf022.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf023.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf024.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf025.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf026.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf027.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf028.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf029.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf030.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf031.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf032.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf033.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf034.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf035.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf036.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf037.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf038.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf039.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf041.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf042.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf043.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf044.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf045.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf046.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf047.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf048.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf049.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf050.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf051.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf052.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf053.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf054.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf055.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf056.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf057.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf058.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf059.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf060.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf061.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf062.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf063.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf064.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf065.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf066.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf067.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf068.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf069.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf070.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf071.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf072.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf073.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf074.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf076.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf077.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf078.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf079.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf080.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf081.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf082.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf083.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf084.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf085.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf086.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf087.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf088.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf089.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf090.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf091.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf092.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf093.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf095.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf096.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf097.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf098.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf099.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf100.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf101.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf102.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf103.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf104.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf105.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf106.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf107.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf108.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf109.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf110.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf111.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf112.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf114.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf115.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf116.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf117.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf118.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf119.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf120.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf121.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf122.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf123.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf124.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf125.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf126.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf127.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf128.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf129.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf130.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf131.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf132.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf133.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf134.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf135.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf136.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf137.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf138.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf139.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf142.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf143.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf144.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf145.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf146.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf147.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf148.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf149.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf150.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf151.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf152.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf154.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf155.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf156.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf157.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf158.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf159.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf160.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf161.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf162.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf163.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf164.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf165.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf166.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf168.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf171.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf172.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf173.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf174.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf175.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf176.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf177.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf179.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf180.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf181.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf182.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf183.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf184.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf185.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf186.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf187.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf188.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf189.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf190.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf191.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf192.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf193.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf194.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf195.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf196.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf197.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf198.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf199.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf200.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf201.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf202.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf203.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf204.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf205.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf206.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf207.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf208.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf209.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf210.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf211.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf212.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf213.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf214.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf215.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf216.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf217.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf218.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf219.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf220.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf221.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf222.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf223.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf224.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf225.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf226.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf227.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf229.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf231.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf232.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf233.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf234.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf235.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf236.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf237.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf239.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf240.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf241.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf242.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf243.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf244.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf245.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf246.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf247.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf248.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf249.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf250.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf251.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf252.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf253.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf254.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf255.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf256.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf257.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf259.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf260.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf261.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf262.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf263.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf264.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf266.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf267.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf268.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf269.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf270.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf274.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf275.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf277.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf278.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf279.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf281.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf282.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf283.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf284.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf286.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf287.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf289.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf290.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf292.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf293.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf294.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf295.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf296.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf297.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf299.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf301.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf302.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf303.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf304.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf305.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf306.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf307.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf308.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf309.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf310.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf311.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf312.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf313.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf314.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf316.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf317.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf318.jpeg,Abudefduf
gs://coralmorph_fish_1/images/Abudefduf321.jpeg,Abudefduf
